# NodeID1	NodeID2	Image similarity weight
243	268	0.108055
243	269	1.016001
243	270	0.310703
243	271	0.415778
243	273	0.195560
243	274	0.075421
243	275	0.346314
243	276	0.094651
243	277	0.716649
243	278	0.081197
243	279	0.049060
243	280	0.104794
243	281	0.555350
243	282	0.759678
243	283	0.394522
243	284	0.497699
243	285	0.522306
243	286	0.377862
243	287	0.063107
243	288	0.114966
243	289	0.416121
243	290	0.220952
243	291	0.309380
243	292	0.271011
243	293	0.024441
243	294	0.099403
243	295	0.362517
243	296	0.059180
243	297	0.038261
243	298	0.274914
243	299	0.208293
243	300	0.093626
243	301	0.199998
243	302	0.192320
243	303	0.149368
243	304	0.374923
243	305	0.308914
243	306	0.337153
243	307	0.083869
243	308	0.217017
243	309	0.293005
243	310	0.050316
243	311	0.166939
243	312	0.058142
243	313	0.570534
243	314	0.099541
243	315	0.844697
243	316	0.139632
243	317	0.267773
243	318	0.419757
243	319	0.474970
243	320	0.401394
243	321	0.234756
243	323	0.039024
243	324	0.093201
243	325	0.046445
243	326	0.027689
243	327	0.017707
243	331	0.022932
243	335	0.016638
243	337	0.019707
243	343	0.016280
243	345	0.034464
243	346	0.051169
243	347	0.015382
243	348	0.034525
243	349	0.055469
243	352	0.016516
243	353	0.022151
243	354	0.028838
243	357	0.028213
243	358	0.017721
243	364	0.067235
243	365	0.090276
243	366	0.028040
243	367	0.091115
243	368	0.015905
243	370	0.015230
243	371	0.015825
243	379	0.016446
243	386	0.022458
243	387	0.031814
243	391	0.030296
243	394	0.027051
243	395	0.033468
243	397	0.015741
243	400	0.026238
243	401	0.017114
243	407	0.017550
243	409	0.025225
243	410	0.027674
243	411	0.026254
243	412	0.051346
243	421	0.020409
243	424	0.025730
243	444	0.015751
243	452	0.021386
243	472	0.019102
243	497	0.016163
243	512	0.016850
243	535	0.024912
243	566	0.029445
243	570	0.020439
243	577	0.026847
243	579	0.033453
243	592	0.022823
243	596	0.016662
243	597	0.016262
243	599	0.016359
243	600	0.031166
243	611	0.025543
243	627	0.022811
243	638	0.042634
243	668	0.019616
243	670	0.024439
243	677	0.017060
243	679	0.034540
243	685	0.017109
243	688	0.040388
243	693	0.016638
243	705	0.018865
243	709	0.018085
243	716	0.018086
243	721	0.017553
243	731	0.016530
243	742	0.017847
243	753	0.016609
243	755	0.015693
243	758	0.047599
243	763	0.016893
243	766	0.031692
243	769	0.017122
243	773	0.036688
243	776	0.023959
243	778	0.021093
243	784	0.025597
243	785	0.028736
243	786	0.033784
243	787	0.025229
243	788	0.015603
243	790	0.034107
243	791	0.015266
243	792	0.019187
243	796	0.019652
243	797	0.016747
243	800	0.051603
243	802	0.063205
243	803	0.024016
243	804	0.022411
243	805	0.024753
243	806	0.019864
243	809	0.075666
243	810	0.018835
243	811	0.019498
243	814	0.029331
243	816	0.023169
243	818	0.039522
243	819	0.030000
243	820	0.030543
243	822	0.016164
243	823	0.059182
243	824	0.023539
243	825	0.030267
243	827	0.024486
243	828	0.019311
243	829	0.055670
243	831	0.019090
244	245	0.702354
244	249	0.080562
244	253	0.016557
244	255	0.068358
244	257	0.020131
244	258	0.076061
244	259	0.040860
244	260	0.050702
244	262	0.026401
244	263	0.027068
244	264	0.089589
244	266	0.015232
244	267	0.027047
244	268	0.020621
244	269	0.022171
244	272	0.767996
244	275	0.027143
244	277	0.018802
244	278	0.025173
244	279	0.023710
244	282	0.023286
244	290	0.019983
244	292	0.034640
244	296	0.030764
244	297	0.018848
244	298	0.021314
244	300	0.062542
244	302	0.016046
244	303	0.024582
244	307	0.404739
244	309	0.042632
244	310	0.069938
244	312	0.523522
244	313	0.026147
244	314	0.019531
244	323	0.044883
244	325	0.255779
244	328	0.016458
244	333	0.017695
244	334	0.041007
244	336	0.092762
244	340	0.029992
244	355	0.091804
244	366	0.016671
244	374	0.024072
244	375	0.020190
244	376	0.195070
244	382	0.103410
244	388	0.015582
244	393	0.018723
244	408	0.095231
244	412	0.016742
244	430	0.020312
244	433	0.060799
244	457	0.043348
244	474	0.022353
244	498	0.074505
244	507	0.037674
244	530	0.056168
244	532	0.063476
244	537	0.064759
244	544	0.070116
244	547	0.016412
244	613	0.023372
244	621	0.024647
244	638	0.018104
244	641	0.087276
244	642	0.073447
244	644	0.146949
244	675	0.090309
244	702	0.059952
244	719	0.155719
244	738	0.147107
244	783	0.057619
244	795	0.293906
244	818	0.018520
244	826	0.077299
245	248	0.028543
245	249	0.076160
245	253	0.055017
245	254	0.018565
245	255	0.048564
245	257	0.027155
245	258	0.094531
245	259	0.042740
245	260	0.040581
245	262	0.034547
245	263	0.063509
245	264	0.064872
245	266	0.019859
245	267	0.091705
245	268	0.021840
245	269	0.028826
245	271	0.026844
245	272	0.575073
245	273	0.016163
245	274	0.034605
245	275	0.074956
245	276	0.015358
245	277	0.020582
245	278	0.075423
245	279	0.041593
245	280	0.031918
245	282	0.026798
245	283	0.024138
245	284	0.016518
245	288	0.024449
245	289	0.021708
245	290	0.015917
245	292	0.043800
245	293	0.057501
245	296	0.040110
245	297	0.028509
245	298	0.027865
245	300	0.120398
245	302	0.037714
245	303	0.040347
245	304	0.041507
245	307	0.204601
245	308	0.018734
245	309	0.066380
245	310	0.074670
245	311	0.061736
245	312	0.376953
245	313	0.031102
245	314	0.033919
245	316	0.015586
245	317	0.029598
245	323	0.106140
245	324	0.026891
245	325	0.243286
245	328	0.018541
245	334	0.044753
245	336	0.065500
245	340	0.033285
245	341	0.016713
245	348	0.018413
245	354	0.015947
245	355	0.066757
245	361	0.024657
245	366	0.019519
245	374	0.039266
245	375	0.031333
245	376	0.194319
245	382	0.089796
245	388	0.029753
245	391	0.017003
245	393	0.043248
245	407	0.021945
245	408	0.103933
245	409	0.027165
245	412	0.019500
245	430	0.018473
245	433	0.086530
245	444	0.028603
245	457	0.065801
245	474	0.023501
245	498	0.116314
245	507	0.083836
245	530	0.046508
245	532	0.111045
245	537	0.085715
245	544	0.087548
245	547	0.037995
245	605	0.031482
245	606	0.039279
245	607	0.025039
245	608	0.018132
245	610	0.023486
245	611	0.054392
245	612	0.027874
245	613	0.057271
245	616	0.016558
245	617	0.030369
245	621	0.068100
245	633	0.018169
245	638	0.028394
245	639	0.023298
245	641	0.082825
245	642	0.161971
245	644	0.156583
245	651	0.028534
245	652	0.020065
245	674	0.021703
245	675	0.076820
245	702	0.044044
245	719	0.089097
245	734	0.018116
245	738	0.133847
245	741	0.016094
245	753	0.017432
245	754	0.026419
245	783	0.147081
245	795	0.222469
245	826	0.081248
245	827	0.023248
245	828	0.016801
246	247	0.021343
246	248	0.056788
246	249	0.067839
246	250	0.016276
246	251	0.056068
246	252	0.126961
246	253	0.101663
246	254	0.113814
246	255	0.208275
246	256	0.088344
246	257	0.441901
246	258	0.046965
246	259	0.049547
246	260	0.017528
246	261	0.047308
246	262	0.051951
246	263	0.022136
246	264	0.037669
246	265	0.169859
246	266	0.113573
246	267	0.188766
246	268	0.231718
246	269	0.173259
246	270	0.250791
246	271	0.029259
246	273	0.050103
246	274	0.078251
246	275	0.058453
246	277	0.025461
246	278	0.061177
246	280	0.033181
246	281	0.105367
246	282	0.027631
246	283	0.079217
246	284	0.047553
246	285	0.032180
246	286	0.017141
246	288	0.050406
246	289	0.034247
246	290	0.041216
246	291	0.039856
246	292	0.030710
246	293	0.033463
246	294	0.036857
246	295	0.027047
246	296	0.073365
246	297	0.056016
246	298	0.041308
246	300	0.296159
246	301	0.021424
246	302	0.211569
246	303	0.178592
246	304	0.083107
246	305	0.026438
246	306	0.033055
246	308	0.054908
246	310	0.035415
246	311	0.114630
246	313	0.090210
246	314	0.026529
246	315	0.099416
246	316	0.132488
246	317	0.026511
246	318	0.030871
246	319	0.019135
246	320	0.016490
246	323	0.056314
246	324	0.083843
246	330	0.040846
246	332	0.015780
246	333	0.015181
246	341	0.063283
246	350	0.060562
246	351	0.021668
246	354	0.054516
246	358	0.019270
246	359	0.062245
246	361	0.083612
246	362	0.015546
246	363	0.034530
246	364	0.021675
246	365	0.016259
246	367	0.018531
246	368	0.038827
246	371	0.016033
246	373	0.049939
246	374	0.023177
246	375	0.041231
246	377	0.017291
246	379	0.101321
246	380	0.017019
246	384	0.042798
246	386	0.034669
246	387	0.019590
246	388	0.058792
246	390	0.056051
246	391	0.054225
246	395	0.046503
246	399	0.103358
246	402	0.059050
246	403	0.030698
246	407	0.032776
246	409	0.075323
246	411	0.018896
246	422	0.021952
246	424	0.041042
246	437	0.036126
246	520	0.025351
246	522	0.016333
246	535	0.017146
246	538	0.030681
246	554	0.018022
246	555	0.016563
246	557	0.035899
246	560	0.032099
246	562	0.033418
246	565	0.078266
246	566	0.015731
246	571	0.044296
246	575	0.025289
246	579	0.074601
246	582	0.023981
246	584	0.019725
246	585	0.029642
246	596	0.015718
246	601	0.016469
246	619	0.016470
246	624	0.016545
246	626	0.022067
246	632	0.028528
246	633	0.015890
246	640	0.025151
246	649	0.015754
246	653	0.018905
246	658	0.076967
246	662	0.059276
246	663	0.023671
246	664	0.022314
246	669	0.022392
246	670	0.049114
246	671	0.039259
246	672	0.046310
246	678	0.016664
246	683	0.028349
246	687	0.024949
246	701	0.023098
246	703	0.032771
246	704	0.024036
246	705	0.050291
246	713	0.016754
246	721	0.074959
246	722	0.015928
246	723	0.039492
246	731	0.015551
246	734	0.042039
246	742	0.015422
246	746	0.016277
246	748	0.020623
246	749	0.067388
246	753	0.026782
246	754	0.032624
246	755	0.035722
246	756	0.419184
246	757	0.179103
246	762	0.037205
246	763	0.029094
246	764	0.036941
246	769	0.017121
246	770	0.038669
246	771	0.035677
246	774	0.031747
246	776	0.016848
246	779	0.054172
246	783	0.016542
246	787	0.027799
246	789	0.046945
246	791	0.044025
246	793	0.033033
246	796	0.026900
246	797	0.185191
246	798	0.072334
246	801	0.025470
246	804	0.096957
246	805	0.020429
246	807	0.027995
246	808	0.048443
246	810	0.179716
246	811	0.047010
246	812	0.018420
246	814	0.020708
246	815	0.023059
246	816	0.024704
246	817	0.029670
246	819	0.034432
246	821	0.023874
246	822	0.018769
246	824	0.020363
246	825	0.017640
246	827	0.022790
246	831	0.033848
247	254	0.050079
247	258	0.086351
247	259	0.044313
247	262	0.179329
247	263	0.027061
247	267	0.017465
247	270	0.091371
247	271	0.036615
247	275	0.029061
247	276	0.309992
247	277	0.165598
247	279	0.050809
247	280	0.046889
247	281	0.076480
247	282	0.394334
247	283	0.059336
247	284	0.208255
247	285	0.037083
247	286	0.465306
247	287	0.127740
247	288	0.057235
247	289	0.193120
247	290	0.152073
247	291	0.093118
247	292	0.110995
247	294	0.230201
247	295	0.879348
247	297	0.016048
247	298	0.042528
247	299	0.678010
247	301	0.100042
247	303	0.033304
247	304	0.039781
247	305	0.298304
247	306	0.209613
247	308	0.134544
247	309	0.075309
247	310	0.101331
247	311	0.070925
247	313	0.024301
247	314	0.108941
247	315	0.163247
247	316	0.110354
247	317	0.104056
247	318	0.361037
247	319	0.190019
247	320	0.688104
247	321	0.768995
247	324	0.044043
247	326	0.029433
247	334	0.020948
247	339	0.050906
247	343	0.025245
247	344	0.025416
247	345	0.021026
247	346	0.029480
247	349	0.078423
247	354	0.022884
247	357	0.039632
247	358	0.066109
247	361	0.022245
247	364	0.171749
247	365	0.144421
247	366	0.035627
247	367	0.018750
247	372	0.043845
247	378	0.018329
247	386	0.043704
247	387	0.018668
247	390	0.022535
247	391	0.033009
247	395	0.131883
247	407	0.033752
247	412	0.061002
247	413	0.038630
247	415	0.039457
247	422	0.016471
247	442	0.022278
247	450	0.021315
247	508	0.018550
247	534	0.030608
247	535	0.016980
247	545	0.020157
247	592	0.020435
247	596	0.021457
247	597	0.034317
247	666	0.024769
247	682	0.220740
247	688	0.019464
247	693	0.019104
247	705	0.033788
247	709	0.023844
247	721	0.022798
247	752	0.030852
247	758	0.016954
247	763	0.058497
247	767	0.023122
247	784	0.061407
247	792	0.064475
247	797	0.052235
247	805	0.062062
247	813	0.019454
247	818	0.020729
247	820	0.018035
247	822	0.017488
247	823	0.027037
247	824	0.025903
247	825	0.018223
247	829	0.020982
248	249	0.030309
248	251	0.053075
248	252	0.118787
248	253	0.293977
248	254	0.027517
248	255	0.082770
248	256	0.108836
248	257	0.031931
248	258	0.255300
248	259	0.019006
248	260	0.053205
248	261	0.033386
248	262	0.035540
248	263	0.049810
248	264	0.019619
248	265	0.019113
248	266	0.046596
248	267	0.070664
248	268	0.165577
248	269	0.172634
248	270	0.158447
248	271	0.048716
248	273	0.046148
248	274	0.206266
248	275	0.093800
248	277	0.046048
248	278	0.092327
248	279	0.151431
248	280	0.456057
248	281	0.104751
248	282	0.086328
248	283	0.040594
248	284	0.163588
248	285	0.214781
248	286	0.015110
248	288	0.310299
248	289	0.211778
248	290	0.017483
248	291	0.071659
248	292	0.018229
248	293	0.044842
248	294	0.047148
248	295	0.037399
248	296	0.041101
248	297	0.295337
248	298	0.076910
248	300	0.045965
248	301	0.209169
248	302	0.099477
248	303	0.205845
248	304	0.363843
248	305	0.099767
248	306	0.071109
248	307	0.021668
248	308	0.064897
248	309	0.225722
248	310	0.026443
248	311	0.174340
248	313	0.086150
248	314	0.049996
248	315	0.045987
248	316	0.026878
248	317	0.198360
248	318	0.059775
248	319	0.030284
248	322	0.028580
248	323	0.106282
248	324	0.075015
248	330	0.031097
248	331	0.020588
248	335	0.025381
248	337	0.025441
248	341	0.016163
248	345	0.020651
248	346	0.122628
248	347	0.039548
248	348	0.018325
248	349	0.023243
248	351	0.016270
248	352	0.022533
248	354	0.148494
248	356	0.021000
248	357	0.041499
248	358	0.016668
248	360	0.022737
248	361	0.015195
248	363	0.027906
248	364	0.018627
248	365	0.022904
248	367	0.037784
248	369	0.036918
248	370	0.043488
248	371	0.020937
248	372	0.020374
248	373	0.022689
248	374	0.039963
248	375	0.027494
248	379	0.038187
248	384	0.024832
248	385	0.015220
248	387	0.019981
248	391	0.021358
248	393	0.018316
248	395	0.036908
248	400	0.057849
248	403	0.026091
248	407	0.048882
248	409	0.027822
248	411	0.039897
248	421	0.015946
248	422	0.043022
248	424	0.021656
248	441	0.024019
248	444	0.019384
248	451	0.059442
248	472	0.038934
248	494	0.019730
248	495	0.021753
248	497	0.035298
248	518	0.031408
248	520	0.029207
248	521	0.016340
248	527	0.016463
248	533	0.019286
248	534	0.020064
248	535	0.036759
248	536	0.023433
248	540	0.016084
248	545	0.023514
248	547	0.024921
248	557	0.020851
248	560	0.025663
248	565	0.037753
248	566	0.060931
248	568	0.021622
248	570	0.024739
248	571	0.025299
248	576	0.018227
248	577	0.043765
248	578	0.028314
248	591	0.024509
248	592	0.053738
248	596	0.015337
248	597	0.025593
248	600	0.031736
248	601	0.031232
248	611	0.018556
248	627	0.016671
248	632	0.041101
248	638	0.021868
248	653	0.023945
248	658	0.028302
248	661	0.028592
248	668	0.026342
248	677	0.027765
248	683	0.023738
248	684	0.016474
248	685	0.041848
248	688	0.017072
248	705	0.036343
248	706	0.030548
248	714	0.031889
248	716	0.061241
248	721	0.024171
248	722	0.028152
248	723	0.020554
248	726	0.044241
248	728	0.027038
248	731	0.027785
248	736	0.021519
248	742	0.037927
248	744	0.015482
248	746	0.017627
248	749	0.030657
248	751	0.022247
248	753	0.017206
248	760	0.015606
248	763	0.022878
248	768	0.049654
248	769	0.032288
248	770	0.029084
248	772	0.024484
248	774	0.025376
248	779	0.015154
248	780	0.023001
248	781	0.032022
248	788	0.024295
248	791	0.022424
248	793	0.030751
248	794	0.015333
248	797	0.033844
248	801	0.087688
248	802	0.019895
248	804	0.059241
248	809	0.040780
248	812	0.026754
248	813	0.018582
248	816	0.077689
248	818	0.022934
248	819	0.038645
248	821	0.035421
248	822	0.041698
248	825	0.015818
248	826	0.021111
248	827	0.054119
248	828	0.022436
248	829	0.034164
249	251	0.042111
249	252	0.070379
249	253	0.079474
249	254	0.074796
249	255	0.055193
249	256	0.057462
249	257	0.056183
249	258	0.062268
249	259	0.108758
249	260	0.046043
249	262	0.070312
249	263	0.029536
249	264	0.104579
249	265	0.096538
249	266	0.051163
249	267	0.118745
249	268	0.345550
249	269	0.152195
249	270	0.039935
249	271	0.040626
249	272	0.020827
249	273	0.064333
249	274	0.043448
249	275	0.208808
249	277	0.095985
249	278	0.022680
249	279	0.055110
249	280	0.019502
249	281	0.067880
249	282	0.065468
249	283	0.040427
249	284	0.065247
249	285	0.081617
249	287	0.076636
249	288	0.118825
249	289	0.031292
249	290	0.073607
249	291	0.024794
249	292	0.044391
249	294	0.156597
249	295	0.046000
249	296	0.172469
249	297	0.043718
249	298	0.040862
249	300	0.042560
249	301	0.047766
249	302	0.046037
249	303	0.197861
249	304	0.049147
249	305	0.055921
249	306	0.129067
249	307	0.031695
249	308	0.111187
249	309	0.062275
249	310	0.068531
249	311	0.137388
249	312	0.020877
249	313	0.141874
249	314	0.016798
249	315	0.035034
249	316	0.102600
249	317	0.046437
249	318	0.025850
249	319	0.020504
249	320	0.019883
249	323	0.135331
249	324	0.086435
249	325	0.058096
249	326	0.028134
249	332	0.020757
249	334	0.198587
249	335	0.018337
249	340	0.026180
249	341	0.018286
249	345	0.016534
249	348	0.040075
249	349	0.023383
249	350	0.021390
249	354	0.018639
249	356	0.053113
249	358	0.025816
249	361	0.032310
249	362	0.026814
249	364	0.047738
249	365	0.026699
249	368	0.054363
249	370	0.025411
249	372	0.015443
249	373	0.025354
249	374	0.036933
249	375	0.079431
249	376	0.033063
249	380	0.038008
249	384	0.019324
249	386	0.019661
249	388	0.048665
249	390	0.044386
249	391	0.030245
249	393	0.016699
249	395	0.075717
249	403	0.021443
249	407	0.061603
249	409	0.038186
249	411	0.031362
249	421	0.019164
249	442	0.020398
249	444	0.019175
249	457	0.019404
249	470	0.129330
249	475	0.029277
249	479	0.018301
249	497	0.024010
249	498	0.038690
249	512	0.017626
249	519	0.023089
249	527	0.040444
249	535	0.016428
249	547	0.021638
249	564	0.026008
249	565	0.015155
249	571	0.018909
249	573	0.081989
249	579	0.022398
249	601	0.024236
249	603	0.024296
249	605	0.040896
249	608	0.022411
249	611	0.031840
249	612	0.029685
249	613	0.023062
249	617	0.037979
249	621	0.036443
249	627	0.059348
249	629	0.036031
249	632	0.017026
249	638	0.078760
249	641	0.037680
249	652	0.020236
249	655	0.024702
249	662	0.023575
249	670	0.031702
249	671	0.044532
249	699	0.017528
249	713	0.018510
249	720	0.026549
249	721	0.016907
249	722	0.033376
249	723	0.033923
249	742	0.027066
249	751	0.016332
249	753	0.028683
249	754	0.032155
249	756	0.017582
249	757	0.020417
249	776	0.020902
249	779	0.046373
249	781	0.028805
249	791	0.041207
249	797	0.070540
249	810	0.016909
249	811	0.031812
249	814	0.032832
249	815	0.019108
249	818	0.024001
249	819	0.023307
249	822	0.020995
249	827	0.033942
249	828	0.056467
249	831	0.025690
250	251	0.035499
250	252	0.040932
250	254	0.016407
250	255	0.061617
250	260	0.075154
250	261	0.388336
250	263	0.024254
250	264	0.212616
250	265	0.029786
250	266	0.023908
250	267	0.032809
250	268	0.034067
250	273	0.019082
250	274	0.024312
250	293	0.334972
250	297	0.039742
250	311	0.016445
250	322	0.066983
250	323	0.016993
250	325	0.034713
250	328	0.038644
250	329	0.060371
250	330	0.055063
250	332	0.065850
250	333	0.063608
250	336	0.017109
250	338	0.018253
250	340	0.018465
250	341	0.048461
250	343	0.021046
250	344	0.046829
250	346	0.019344
250	351	0.033569
250	359	0.028672
250	360	0.019175
250	361	0.048334
250	362	0.015751
250	363	0.073858
250	368	0.051513
250	374	0.030667
250	379	0.017419
250	380	0.094578
250	383	0.038011
250	387	0.035617
250	389	0.066923
250	391	0.028021
250	393	0.018991
250	394	0.032527
250	397	0.019738
250	398	0.021340
250	399	0.039711
250	401	0.029631
250	402	0.205295
250	403	0.089503
250	404	0.037519
250	405	0.127778
250	406	0.084544
250	409	0.042182
250	437	0.066889
250	441	0.017696
250	484	0.021211
250	502	0.031741
250	509	0.072906
250	517	0.040268
250	519	0.017486
250	526	0.046257
250	528	0.016794
250	542	0.016457
250	554	0.024204
250	564	0.045526
250	575	0.039764
250	582	0.062843
250	585	0.019754
250	607	0.024123
250	610	0.021097
250	624	0.050941
250	630	0.043029
250	640	0.035102
250	658	0.020459
250	659	0.027715
250	661	0.027571
250	662	0.042549
250	663	0.038211
250	664	0.060908
250	665	0.020208
250	668	0.021289
250	672	0.020802
250	680	0.029105
250	683	0.026249
250	684	0.017657
250	704	0.036872
250	706	0.015625
250	714	0.016166
250	725	0.016286
250	726	0.017250
250	730	0.017673
250	739	0.019204
250	740	0.015330
250	741	0.034710
250	746	0.019976
250	747	0.022107
250	749	0.037530
250	753	0.016338
250	755	0.032830
250	761	0.115635
250	771	0.015587
250	783	0.022022
250	785	0.022698
250	789	0.045114
250	796	0.033350
250	801	0.026989
250	810	0.024970
250	812	0.021671
250	816	0.053423
250	819	0.046802
250	829	0.029099
251	252	0.072579
251	253	0.083079
251	254	0.028452
251	255	0.073885
251	256	0.029182
251	257	0.021642
251	259	0.071809
251	260	0.305362
251	261	0.163012
251	262	0.015196
251	263	0.111889
251	265	0.027272
251	266	0.066156
251	268	0.178903
251	269	0.035459
251	270	0.264364
251	271	0.061714
251	273	0.210640
251	274	0.184245
251	275	0.040191
251	278	0.463240
251	279	0.090766
251	281	0.035374
251	282	0.015490
251	283	0.068410
251	288	0.174817
251	289	0.015571
251	290	0.033978
251	291	0.081169
251	293	0.026635
251	296	0.060575
251	297	0.044196
251	298	0.031949
251	300	0.069508
251	302	0.069379
251	303	0.119521
251	304	0.047793
251	305	0.079121
251	306	0.028195
251	308	0.017585
251	310	0.030181
251	311	0.046813
251	313	0.171335
251	314	0.015558
251	315	0.133374
251	316	0.099163
251	322	0.173865
251	323	0.103692
251	324	0.025988
251	325	0.018817
251	326	0.208937
251	327	0.030214
251	328	0.067775
251	329	0.026801
251	330	0.030380
251	331	0.032112
251	332	0.018549
251	334	0.040023
251	337	0.032376
251	338	0.088624
251	339	0.038995
251	341	0.040320
251	342	0.035734
251	343	0.022076
251	344	0.071247
251	345	0.022221
251	346	0.030984
251	347	0.049881
251	349	0.045590
251	350	0.068838
251	351	0.040551
251	352	0.092469
251	354	0.068272
251	357	0.020723
251	358	0.029251
251	359	0.105697
251	361	0.041499
251	362	0.025365
251	363	0.048825
251	365	0.039141
251	367	0.047961
251	368	0.017890
251	369	0.030575
251	372	0.019374
251	373	0.016568
251	374	0.084991
251	375	0.026121
251	377	0.069678
251	379	0.022377
251	380	0.033441
251	381	0.020775
251	383	0.050100
251	384	0.045717
251	387	0.033032
251	389	0.104852
251	390	0.031240
251	391	0.019280
251	392	0.019304
251	393	0.026616
251	394	0.029705
251	395	0.021432
251	398	0.032356
251	399	0.035831
251	400	0.020335
251	402	0.021255
251	403	0.018102
251	404	0.024436
251	406	0.123377
251	409	0.041279
251	413	0.019162
251	419	0.043968
251	422	0.036445
251	424	0.034886
251	425	0.021773
251	426	0.034679
251	429	0.036777
251	432	0.035167
251	438	0.036388
251	439	0.031358
251	440	0.070504
251	441	0.048216
251	442	0.022854
251	447	0.022322
251	450	0.034225
251	451	0.063642
251	456	0.019595
251	458	0.025331
251	459	0.015161
251	467	0.025310
251	470	0.028527
251	472	0.018385
251	478	0.019312
251	479	0.024385
251	482	0.066719
251	484	0.015463
251	487	0.023544
251	497	0.028289
251	502	0.019256
251	508	0.024277
251	509	0.016476
251	510	0.018553
251	512	0.055101
251	515	0.023176
251	520	0.018201
251	521	0.018645
251	528	0.019252
251	535	0.092675
251	545	0.019130
251	553	0.092257
251	565	0.027541
251	575	0.018992
251	577	0.019215
251	585	0.065300
251	587	0.015719
251	592	0.015420
251	596	0.027052
251	599	0.021113
251	600	0.033062
251	601	0.035522
251	611	0.034567
251	622	0.025855
251	638	0.033492
251	640	0.015578
251	653	0.018364
251	661	0.090358
251	662	0.088583
251	666	0.015391
251	667	0.015366
251	668	0.037659
251	671	0.033400
251	672	0.016518
251	673	0.022135
251	677	0.021098
251	678	0.024075
251	679	0.026042
251	680	0.052193
251	681	0.018700
251	684	0.018345
251	685	0.032645
251	686	0.037540
251	687	0.016344
251	688	0.023503
251	689	0.055409
251	691	0.018864
251	698	0.039247
251	705	0.023965
251	712	0.018917
251	715	0.018785
251	716	0.015829
251	718	0.035220
251	720	0.070021
251	721	0.029975
251	723	0.025180
251	725	0.036090
251	726	0.020787
251	729	0.024964
251	731	0.033194
251	733	0.018834
251	735	0.027439
251	736	0.024675
251	737	0.029713
251	742	0.035974
251	743	0.018187
251	744	0.023343
251	745	0.022060
251	746	0.070936
251	750	0.015914
251	751	0.040433
251	752	0.037100
251	753	0.017239
251	754	0.082457
251	755	0.016259
251	756	0.049114
251	757	0.022111
251	762	0.028347
251	763	0.021220
251	766	0.015062
251	768	0.028943
251	769	0.039971
251	771	0.046258
251	772	0.050358
251	774	0.018393
251	778	0.040235
251	780	0.086902
251	781	0.051706
251	787	0.054752
251	789	0.016544
251	791	0.063295
251	794	0.015776
251	797	0.071825
251	799	0.027296
251	801	0.083244
251	804	0.052088
251	806	0.020523
251	807	0.030760
251	808	0.056337
251	810	0.015773
251	811	0.102635
251	812	0.025899
251	813	0.029015
251	814	0.028378
251	816	0.032690
251	818	0.021721
251	819	0.040198
251	824	0.024498
251	825	0.035138
251	827	0.019264
251	828	0.048899
252	253	0.129501
252	254	0.018752
252	255	0.096064
252	256	0.440190
252	257	0.035427
252	258	0.033086
252	259	0.021859
252	260	0.179481
252	261	0.055974
252	263	0.015257
252	264	0.092554
252	265	0.069630
252	266	0.120080
252	267	0.043259
252	268	0.197310
252	269	0.195368
252	270	0.131180
252	271	0.040857
252	273	0.233171
252	274	0.211146
252	275	0.023112
252	277	0.029172
252	278	0.030712
252	279	0.022945
252	280	0.039078
252	281	0.244916
252	282	0.029149
252	283	0.030096
252	285	0.018045
252	286	0.019428
252	288	0.035149
252	289	0.022919
252	290	0.059623
252	291	0.098889
252	293	0.055253
252	296	0.038460
252	297	0.055062
252	298	0.021645
252	300	0.060714
252	301	0.037181
252	302	0.071521
252	303	0.037250
252	304	0.025693
252	305	0.032340
252	306	0.064512
252	311	0.025226
252	313	0.128378
252	314	0.071279
252	317	0.018540
252	318	0.017051
252	322	0.030431
252	323	0.104494
252	324	0.040967
252	325	0.031154
252	327	0.018195
252	328	0.019185
252	329	0.023868
252	331	0.034122
252	332	0.028469
252	334	0.024168
252	335	0.058077
252	341	0.024192
252	342	0.046623
252	344	0.022152
252	346	0.037750
252	347	0.022206
252	350	0.027473
252	351	0.027198
252	352	0.029347
252	354	0.021558
252	356	0.054636
252	358	0.015947
252	359	0.026092
252	360	0.033158
252	361	0.026696
252	363	0.062273
252	367	0.020327
252	368	0.045957
252	369	0.020033
252	371	0.093719
252	372	0.024985
252	373	0.088860
252	375	0.035239
252	379	0.137725
252	380	0.052122
252	383	0.063871
252	384	0.045327
252	389	0.017601
252	392	0.015432
252	393	0.019792
252	394	0.049594
252	395	0.028552
252	398	0.026872
252	400	0.073848
252	401	0.041012
252	402	0.033157
252	403	0.073112
252	407	0.021138
252	409	0.031411
252	411	0.068207
252	422	0.022187
252	467	0.017413
252	497	0.018833
252	509	0.024768
252	520	0.015836
252	535	0.018105
252	543	0.020950
252	547	0.036902
252	553	0.017516
252	555	0.034942
252	560	0.025235
252	564	0.023303
252	565	0.036608
252	566	0.025663
252	570	0.017237
252	571	0.037479
252	579	0.017057
252	584	0.048315
252	587	0.017419
252	611	0.024064
252	632	0.052595
252	633	0.018145
252	658	0.025150
252	660	0.018053
252	662	0.044501
252	664	0.016405
252	667	0.030336
252	669	0.015359
252	670	0.060476
252	673	0.018618
252	677	0.023435
252	678	0.025094
252	683	0.018383
252	684	0.022752
252	687	0.019286
252	692	0.015992
252	701	0.024508
252	703	0.026946
252	704	0.015710
252	705	0.030822
